,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,SUM  Completed,Labs,Lab Size,nPublications,Other Journals,University,Career Duration,Degree Area,degree,Latitude,Longitude,UndergradStudentCount,ranking,students staff ratio,perc intl students,near_city,crime_index,safety_index
177,"King Ching Ho, Zhonghua Zhou, Yi-Min She, Alex Chun, Terry D. Cyr, and Xiaolong Yang",Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury,"PLOS One, January 2013 | Volume 8 | Issue 1 | e53510",10.1016/j.jaut.2004.10.003,2013,IAI,,,1.0,,2 adjacent lanes in same panel look very similar when one is stretched (multiplecases),1,11/17/2016,,1.0,,1,"Department of Animal and Poultry Sciences, Virginia Tech, Blacksburg, Virginia, United States of America",0.0,0 1 , ,Yale School of Medicine,10,"The Biodesign Institute, Center for Infectious Diseases and Vaccinology",Ph.D. Microbiology,,,,,10.8,2%,"Meerut, India",33.36,74.23
178,"Hideki Sakahira, Masato Enari, & Shigekazu Nagata",NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection,Cytokine 42 (2008) 222ï¿½233,10.1371/journal.pone.0094830,2012,,,,1.0,,Two sets of rotated microscopy images,1,,,,,1,,,0 0 4 6 25 2 7 8 42  ,PLOS Pathogens PLOS Pathogens PLOS ONE PLOS Pathogens PLOS Pathogens  PLOS ONE PLOS Pathogens PLOS ONE PLOS Pathogens PLOS Biology PLOS Pathogens PLOS Pathogens PLOS ONE   ,University of North Dakota,18,"Department of Molecular Biology and Microbiology, Graduate Program in Molecular Microbiology, Sackler School of Graduate Biomedical Science",,,,,,,,"Omaha, NE, United States",73.85,45.22
179,"Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu",Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24,BMC Microbiology 2010,10.1371/journal.pone.0089546,2012,,,,,,"Overlapping microscopy, duplicated blots, multiple cases",1,11/14/2016,,,,1,,,0  0 0 0  0 ,PLOS ONE PLOS Genetics PLOS Digital Health PLOS Pathogens PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS Biology PLOS Computational Biology PLOS ONE PLOS ONE  ,University of Wisconsin Hospital and Clinics,9,Case Western Reserve University,,32.232672,,,289.0,,,"Oakland, CA, United States",63.77,74.23
180,"Chung-ming Chu, Patrick C. Y. Woo, Ken T. K. Chong, Wah-shing Leung, Veronica L. Chan, and Kwok-yung Yuen",Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012",10.1038/nature07091,2012,05May,,1.0,,,"Shifted blots, representing different proteins",1,12/10/2015,,,,1,"CNRS UMR 5203, INSERM U661, and Montpellier 1 & 2 University, Institute of Functional Genomics, Montpellier, France",,1  2 0 5 1 ,PLOS ONE  ,University of Malaya,26,"Rutgers Cancer Institute of New Jersey, Rutgers",,,,,,12.8,2%,"Rosario, Argentina",45.77,56.04
181,"Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu",CARM1 Methylates Chromatin Remodeling Factor BAF155 to Enhance Tumor Progression and Metastasis,"Infection, and Immunity, Oct. 2001, p. 6131ï¿½6139 Vol. 69, No. 10",10.1128/IAI.06295-11,2009,IAI,,,,,overlapping microscopy images,1,,,1.0,1.0,1,,,1 1 1 ,PLOS ONE PLOS Computational Biology PLOS ONE  ,National Institute of Biomedical Genomics,5,"Departments of Medicine, Biochemistry and Molecular Biology",,,,,,,,,73.85,62.86
182,"YUKI FUJISE, JUN-ICHI OKANO, TAKAKAZU NAGAHARA, RYO ABE, RYU IMAMOTO, and YOSHIKAZU MURAWAKI",The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production,"Nature, Vol. 401, 7 October 1999, page 616",10.1128/IAI.00956-09,2006,08August,,,,,Manipulated FACS panels,1,5/8/2015,,1.0,,1,,,2 0 8 3 50 25 11 ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,University of Newcastle,3,Department of Immunology,PhD,,-81.609596,25339.0,932.0,8.3,,,,56.04
183,"Manasa K. Nayak, Ayusman Dash, Nitesh Singh, Debabrata Dash",Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69592",10.1016/j.cyto.2005.12.007,2014,IAI,,,,,Multiple cases of shifted or duplicated blot panels,1,,,,,1,"Key Laboratory of Experimental Marine Biology, Institute of Oceanology, Chinese Academy of Sciences, Qingdao, China",,0 0 4 6 25 2 7 8 42  ,PLOS Pathogens PLOS ONE PLOS Genetics PLOS ONE PLOS ONE  ,Chinese Academy of Medical Sciences,10,Department of Neurology,,,,,,,,,73.85,26.15
184,"Kaitlyn Morse, Junzo Norimine, Guy H. Palmer, Eric L. Sutten, Timothy V. Baszler, and Wendy C. Brown",Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test,"Lung Cancer (2006) 53, 273ï¿½284",10.1016/j.cyto.2008.12.015,2003,,,1.0,,,"Shifted blots, representing different proteins",1,,,,,1,,0.0,0 1 0 2  ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE  ,Dalhousie University,8,"Thoracic Surgery, Key Laboratory of Carcinogenesis and Translational Research Ministry of Education",,,-89.404098,,,,38%,"Buenos Aires, Argentina",,63.09
185,"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells,"Infection, and Immunity, Jan. 1999, p. 80ï¿½87 Vol. 67, No. 1",10.1155/2012/378415,2011,01January,1.0,,,,"Duplicated bands within blot strips, multiple cases",1,12/12/2014,,1.0,,1,,,2 41 4 6 4 ,PLOS ONE PLOS Genetics PLOS Computational Biology PLOS ONE PLOS ONE PLOS ONE PLOS Genetics PLOS Pathogens PLOS ONE PLOS ONE PLOS ONE ,Yale University School of Medicine,12,Department of Biology,,,,,,,,"Anchorage, AK, United States",73.85,61.86
186,"Rounak Nassirpour, Pramod P. Mehta, Sangita M. Baxi, Min-Jean Yin ",Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats,"Infect. Immun. 2012, 80(8):2948",10.1038/nature07034,2014,IAI,,,,,Duplicated microscopy image; might be error,1,3/28/2017,,1.0,,1,,190.0,0 5 1 4 0 0 0 0  1   ,PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Neglected Tropical Diseases PLOS Pathogens PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Neglected Tropical Diseases PLOS Neglected Tropical Diseases  ,DUKE-NUS Graduate Medical School,9,"Program in Vector-Borne Diseases, Department of Veterinary Microbiology and Pathology, Paul G. Allen School for Global Animal Health",,,,,,,,,14.32,56.58
187,"Brenda A. Wilson, Virgilio G. Ponferrada, Jefferson E. Vallence, and Mengfei Ho",Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes,"PLOS Pathogens,  June 2014 | Volume 10 | Issue 6 | e1004195",10.1371/journal.ppat.1003576,2014,01January,,,,,"Duplicated FACS panel, gated differently",1,,,,1.0,1,"Department of Neurology, The Agnes Ginges Center for Human Neurogenetics, Hadassah University Hospital, Jerusalem, Israel",,2 0 8 3 50 25 11 , ,University of Minnesota,11,"Academic Unit of Clinical Oncology, University of Sheffield",,,,,49.0,,,"Brighton, United Kingdom",32.66,36.23
188,"Christina Galloway, Munmun Chattopadhyay ",DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Colorectal Cancer Cells,mBio 3(6): 2012,10.1371/journal.pgen.1003361,2013,,,,,,"Duplicated blot, lanes within blot",1,8/8/2016,,,,1,Departments of Pediatrics,,1 1 0 8 0 0 3 ,PLOS ONE PLOS Biology PLOS ONE PLOS ONE PLOS Biology PLOS ONE ,National Jewish Medical and Research Center,13,Department of Microbiology and Immunology,,,,,,,,"Tbilisi, Georgia",31.66,45.22
189,"Liliana O. Rocha, Sabina Moser Tralamazza, Gabriela M. Reis, Leon Rabinovitch, Cynara B. Barbosa, Benedito Corre_a",Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-__B Ligand Expression in Mouse Osteoblastic Cells,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69485,  doi: 10.1371/journal.pone.0069485",10.1371/journal.pone.0089546,2013,,,,1.0,,"Reused blot, shifted, other protein",1,,1.0,1.0,1.0,1,"Department of Biochemistry, Institute of Medical Sciences, Banaras Hindu University, Varanasi, India",,0 50 27 1  ,PLOS ONE PLOS Genetics PLOS ONE PLOS Genetics PLOS ONE   ,Jilin University,13,Department of Pediatrics and Molecular and Cellular Oncology,,,,,,,,"Beijing, China",33.36,26.15
190,"Dana Ben-Ami Shor, Miri Blank, Sandra Reuter, Torsten Matthias, Inbal Beiglass, Alexander Volkov, Iris Barshack, Yehuda Shoenfeld",Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis,mBio 2(6):  2011,10.1128/IAI.69.10.6131ï¿½6139.2001,1999,,,,1.0,,Manipulated FACS plots,1,10/1/2015,,1.0,,1,,,1  , PLOS ONE PLOS ONE  ,Sichuan University,17,"Department of Oral Biology and Pathology, School of Dental Medicine","DVM, PhD",,,,,,,"Cleveland, OH, United States",32.75,41.48
191,"Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko",Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells,"PLOS One, January 2014 | Volume 9 | Issue 1 | e87003",10.1128/mBio.00495-12,2013,IAI,,1.0,,1,2 adjacent lanes in same panel look very similar when one is stretched (multiplecases),1,,,,1.0,1,"University of Glasgow School of Medicine, Institute of Medical Genetics, Yorkhill Hospital, Glasgow, United Kingdom",,3 3 2 2 1 26  ,PLOS ONE PLOS Pathogens PLOS ONE PLOS Pathogens ,Hyogo College of                     Medicine,5,Department of Life Science,,,,,,,,"Spokane, WA, United States",14.32,70.1
192,"Natalia Lopez-del Hoyo, Santiago Lopez-Begines, Jose Luis Rosa, Jeannie Chen, Ana Mendez",Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells,"Environmental Microbiology (2012) 14(10), 2788ï¿½2799",10.1371/journal.pone.0094830,2003,06June,,,1.0,1,"Duplicated or mirrored blot panels, or lanes within blots",1,,,,,1,,2.0,0 0 1 2 0 0 2 0 9 3 3  ,PLOS ONE PLOS ONE PLOS ONE  ,McGill University,17,"The Zabludowicz Center for Autoimmune Diseases, Sheba Medical Center, Affiliated to Sackler Faculty of Medicine",PhD,,,,,,,"Taipei, Taiwan",25.77,
193,"Luke Martin McCaffrey, JoAnne Montalbano, Constantina Mihai, and Ian G. Macara",Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test,"Cancer Cell 26, 754ï¿½769, November 10, 2014",10.1016/S0169-5002(01)00212-4,2012,,,,,,"duplicated gel panels, exact duplicate",1,11/1/2016,,1.0,,1,"Department of Microbiology, Oregon State University, Corvallis, Oregon 97331",,0 0 1 2 0 0 2 0 9 3 3  ,PLOS ONE PLOS ONE  PLOS ONE  PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE ,American University of Beirut,10,"The Biodesign Institute, Center for Infectious Diseases and Vaccinology",,,,,,,,,64.52,48.27
194,"Xiucai Xu, Tingting Liu, Aimei Zhang, Xingxing Huo, Qingli Luo, Zhaowu Chen, Li Yu, Qing Li, Lili Liu, Zhao-rong Lun, and Jilong Shen","Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor of FGF Receptor Signaling","Infection and Immunity 73: Feb. 2003, p. 766ï¿½773",10.1038/onc.2014.22,2010,IAI,,,1.0,1,"Duplicated FACS plots, multiple cases",1,,,1.0,,1,,0.0,6 8 2 0 0 3 8 2 3  3 3 0 10 8 ,PLOS ONE PLOS ONE ,Second Military Medical University,9,"The Biodesign Institute, Center for Infectious Diseases and Vaccinology",,,,,,9.8,,,36.91,34.06
195,"Haitao Wei, Song Wang, Qinghuang Chen, Yuhai Chen, Xiaojuan Chi, Lianfeng Zhang, Shile Huang, George F. Gao, Ji-Long Chen",Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr/ Erk Signalling,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69485,  doi: 10.1371/journal.pone.0069485",10.1038/onc.2013.184,2013,,,,,,"Possible patches in microscopy, possible duplicated lanes",1,,,1.0,,1,"Department of Microbiology, Laboratory of Mycotoxins and Toxigenic Fungi, University of São Paulo, São Paulo, São Paulo, Brazil",,0 0 0 14  ,PLOS ONE PLOS ONE PLOS Biology PLOS Pathogens   ,University Hospital St-Eloi,12,State Key Laboratory of Bioreactor Engineering,"PhD, MSc, M.B.Ch.B",,,,,17.5,,,74.81,66.0
196,"Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi",Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host,"PLOS ONE, January 2013 | Volume 8 | Issue 1 | e53940",10.1038/34214,2011,IAI,,1.0,,,duplicated/reused actin blot panels,1,,,1.0,,1,,99.0,3 2 4 0 ,PLOS ONE PLOS Pathogens PLOS Genetics PLOS ONE PLOS Neglected Tropical Diseases PLOS Biology PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS Computational Biology PLOS Biology PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Pathogens PLOS Biology PLOS Neglected Tropical Diseases PLOS Genetics PLOS ONE PLOS Pathogens PLOS Computational Biology PLOS ONE ,University of Birmingham,8,Department of Pharmacology,Dr. rer. nat.,,,,,16.1,,"Osaka, Japan",44.56,54.23
197,"Mojca Jez, Sakthikumar Ambady, Olga Kashpur, Alexandra Grella, Christopher Malcuit, Lucy Vilner, Primoz Rozman, Tanja Dominko",Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells,"PLOS One, April 2014 | Volume 9 | Issue 4 | e93995",10.1128/JCM.42.12.5885-5888.2004,2012,,,1.0,,1,"duplicated gel panels, exact duplicate",1,8/7/2014,,,1.0,1,"Program in Vector-Borne Diseases, Department of Veterinary Microbiology and Pathology, Washington State University, Pullman, Washington, USA",3.0,2 10 0 0  , PLOS ONE   ,University of Adelaide,2,"Department of Oral Biology and Pathology, School of Dental Medicine",,,,,,,21%,,41.47,56.58
198,"Ji-Yong Zhou, Ji-Gang Chen, Jin-Yong Wang, Jian-Xiang Wu, Hui Gong",Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide,"Infect. Immun. Mar. 2005, p. 1386ï¿½1398 Vol. 73, No. 3",10.1128/IAI.01165-12,2013,IAI,,,,,Duplicated blot,1,10/29/2015,,1.0,1.0,1,"Department of Biologic and Materials Sciences, University of Michigan School of Dentistry",0.0,0 0 0 7  ,PLOS ONE  ,Kaohsiung Medical University Hospital,21,Department of Parasitology,"DVM, PhD",,,,,28.5,,"Charlotte, NC, United States",,68.34
199,"Carlos J. Blondel, Juan C. Jime_nez, Lorenzo E. Leiva, Sergio A. ï¿½lvarez, Bernardo I. Pinto, Francisca Contreras, David Pezoa, Carlos A. Santiviago, and Inï¿½s Contrerasnd",Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury,"Nature, Vol 454, 7 August 2008, page 776",10.1186/bcr3692,2012,,,,1.0,,duplicated microscopy panels,1,3/1/2015,,,,1,,99.0,1 0 4 3  ,PLOS ONE PLOS ONE  ,Case Western Reserve University,13,"Department of Maxillofacial Tissue Regeneration and Research Center for Tooth & Periodontal Regeneration, School of Dentistry",,,,,728.0,,,"Tokyo, Japan",64.07,45.04
200,"Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci",Baicalein Selectively Induces Apoptosis in Activated Lymphocytes and Ameliorates Concanavalin A-Induced Hepatitis in Mice,"BioMed Research International, Volume 2013, Article ID 582526",10.1128/IAI.00539-13,2012,,,1.0,1.0,1,Duplicated actin blot,1,11/17/2016,,1.0,,1,,,0 2 0 3 2 22  ,PLOS ONE PLOS ONE PLOS Computational Biology PLOS Genetics PLOS ONE PLOS ONE PLOS ONE PLOS Genetics PLOS Medicine PLOS Biology  ,American University of Beirut,6,"Laboratory of Tumor Biology, Angiogenesis and Nanomedicine Research",,,,17767.0,,18.4,,"Belo Horizonte, Brazil",48.89,
201,"Sandrine Koechler, Jessica Cleiss-Arnold, Caroline Proux, Odile Sismeiro, Marie-Agne_s Dillies, Florence Goulhen-Chollet, Florence Hommais, Didier Liï¿½vremont, Florence Arsï¿½ne-Ploetze, Jean-Yves Coppï¿½e, Philippe N Bertin Gi",STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6,"Infect. Immun. May 2011, p. 1936ï¿½1950 Vol. 79, No. 5",10.1016/j.cyto.2008.01.001,2014,04April,,1.0,1.0,,duplicated microscopy panels,1,11/25/2014,,1.0,,1,,,2 1 3 0 2 1 3 ,PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS ONE ,University of Newcastle,13,"CNRS UMR 5203, INSERM U661, and Montpellier 1 & 2 University, Institute of Functional Genomics, Montpellier, France; Laboratory for Diabetes Cell Therapy, Institute for Research in Biotherapy","MD,PhD",,,,,,8%,"Taipei, Taiwan",34.0,
202,"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-Like Receptor 4 Signaling Pathway,Cytokine 53 (2011) 42ï¿½51,10.1002/ijc.27927,2008,,,1.0,1.0,,Duplicated lanes with blot panel,1,,1.0,,,1,,12.0,1 0 0 0 0 1 2 15  ,PLOS ONE  ,Hoshi University,4,"1] Institute of Bioinformatics and Biosignal Transduction, College of Bioscience and Biotechnology",,,,9519.0,,15.9,,"Beijing, China",63.77,
203,"Sou-Ichi Makino, Toru Tobe, Hiroshi Asakura, Masahisa Watarai, Testuya Ikeda, Koichi Takeshi, and Chihiro Sasakawa",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,"Nature, Vol 504, 19/26 DECEMBER 2013",10.1073/pnas.1211179110,2012,,,1.0,,,"Duplicated blot strips, stretched",1,,,,1.0,1,"Department of Comparative Physiology, Uppsala University, Uppsala, Sweden",23.0,0 0 0 0 0  ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,National Medicines Institute,3,Department of Tropical Medicine,,,,,,7.4,,"Lyon, France",,31.11
204,"Shuyu Ren, Bryce G. Johnson, Yujiro Kida, Colin Ip, Kathryn C. Davidson, Shuei-Liong Lin, Akio Kobayashi, Richard A. Lang, Anna-Katerina Hadjantonakis, Randall T. Moon, and Jeremy S. Duffield",Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats,Cytokine 37 (2007) 227ï¿½235,10.1128/mBio.00495-12,2009,,,,,,"Duplicated blot panels, different exposure",1,,,1.0,1.0,1,,,7 0 0 2 1 3 4 3  ,PLOS ONE PLOS Genetics PLOS ONE PLOS Genetics PLOS Biology PLOS Pathogens PLOS Computational Biology PLOS ONE PLOS Genetics PLOS Neglected Tropical Diseases PLOS ONE PLOS ONE PLOS Neglected Tropical Diseases PLOS Pathogens ,Dana-Farber Cancer Institute,13,"Department of Medicine, Addenbrooke's Hospital",,,,,,,23%,"Uppsala, Sweden",63.77,68.34
205,"Adis Tasanarong, Supranee Kongkham, and Sookkasem Khositseth",Human Genome-Wide RNAi Screen Identifies an Essential Role for Inositol Pyrophosphates in Type-I Interferon Response,"Cancer Cell 23, 489ï¿½501, April 15, 2013",10.1002/ijc.27627,2008,,,,,,Mirrored microscopy image,1,6/3/2014,,,,1,,,2 0 0 ,PLOS Pathogens PLOS ONE PLOS ONE PLOS ONE  ,Virginia Commonwealth University School of Medicine,16,State Key Laboratory of Bioreactor Engineering,master,,,,735.0,,,"Shanghai, China",33.36,63.23
206,"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci",Caspase-1-Like Regulation of the proPO-System and Role of ppA and Caspase-1-Like Cleaved Peptides from proPO in Innate Immunity,"PLOS ONE, May 2013 | Volume 8 | Issue 5 | e63581",10.1128/IAI.74.2.1148-1155.2006,2013,,,1.0,,,,1,11/1/2016,,1.0,1.0,1,"Department of Surgery, University of Wisconsin Hospital and Clinics, Madison, Wisconsin, United States of America",10.0,0 0 3 3 1  ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE  ,Tsinghua University,9,Department of Biochemistry and Molecular Biology,,41.256312,,,,,11%,"Meerut, India",45.3,34.43
207,Kyoung Sik Park (only one author),"Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale",Lung Cancer 34 (2001) 99ï¿½104,10.1371/journal.pgen.1004121,2010,01January,,,1.0,,Multiple cases of overlapping microscopy images,1,,,1.0,1.0,1,,,     ,PLOS Pathogens PLOS Pathogens PLOS ONE PLOS Pathogens PLOS Pathogens  PLOS ONE PLOS Pathogens PLOS ONE PLOS Pathogens PLOS Biology PLOS Pathogens PLOS Pathogens PLOS ONE   ,Dalhousie University,5,"Departamento de Bioquímica y Biología Molecular, Facultad de Ciencias Químicas y Farmacéuticas",,,,,,,,,,63.09
