	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Labs	Lab Size	nPublications	Other Journals	University	Career Duration	Degree Area	Latitude	Longitude	UndergradStudentCount	ranking	students staff ratio	perc intl students	near_city	crime_index	safety_index
239	Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein	14-3-3__ is required to prevent mitotic catastrophe after DNA damage	Nature, Vol. 401, 7 October 1999, page 616	10.1038/44188	1999				1.0		Rotated microscopy image, authors replied on PP	1	10/29/2015			1.0	1			     	     	The Johns Hopkins University School of Medicine	14	The Johns Hopkins Oncology Center, Program in Human Genetics									
240	Morgan E. Carlson, Michael Hsu, & Irina M. Conboy	Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells	Nature, Vol. 454, 24 July 2008, page 528	10.1038/nature07034	2008				1.0		Multiple cases of overlapping microscopy panels	1	10/13/2016		1.0		1			   	   	University of California	7	Department of Bioengineering							Oakland, CA, United States	65.57	34.43
241	Morgan E. Carlson, Michael Hsu, & Irina M. Conboy	Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells	Nature, Vol. 454, 24 July 2008, page 528	10.1038/nature07034	2008				1.0		Multiple cases of overlapping microscopy panels	1	10/13/2016		1.0		1			   	   	University of California	7	Department of Bioengineering							Oakland, CA, United States	65.57	34.43
242	Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao	Essential roles of PI(3)Kï¿½p110b in cell growth, metabolism and tumorigenesis	Nature, Vol 454, 7 August 2008, page 776	10.1038/nature07091	2008				1.0		Overlapping microscopy images	1	5/12/2016		1.0		1			           	           	Dana-Farber Cancer Institute	18	Department of Cancer Biology							Boston, MA, United States	36.91	63.09
243	Michael J. Wheeler, Barend H. J. de Graaf, Natalie Hadjiosif, Ruth M. Perry, Natalie S. Poulter, Kim Osman, Sabina Vatovec, Andrea Harper, F. Christopher H. Franklin, & Vernonica E. Franklin-Tong	Identification of the pollen self-incompatibility determinant in Papaver rhoeas	Nature, Vol 459|18 June 2009	10.1038/nature08027	2009					1	Duplicated area within the same blot	1	3/3/2016		1.0		1			          	          	University of Birmingham	17	School of Biosciences				107.0	14.8	30%	Birmingham, United Kingdom	61.53	38.47
244	Corine Bertolotto, Fabienne Lesueur, Sandy Giuliano, Thomas Strub, Mahaut de Lichy, Karine Bille, Philippe Dessen, and many others	A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma	Nature, 2011 Oct 19;480(7375):94-8	10.1038/nature10539	2011				1.0		Overlapping microscopy images	1	3/3/2016		1.0		1			        	        	France [3] Centre Hospitalier Universitaire de Nice	15	1] INSERM, U895 (équipe 1), Equipe labélisée Ligue Contre le Cancer, C3M, 06204 Nice, France [2] Université of Nice Sophia-Antipolis, UFR Médecine, 06204 Nice							Nice, France	58.85	41.15
245	Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan	D14ï¿½SCFD3-dependent degradation of D53 regulates strigolactone signalling	Nature, Vol 504, 19/26 DECEMBER 2013	10.1038/nature12878	2013					1	Duplicated microscopy, possible duplicated lanes in same blot	1	4/21/2016		1.0		1			                                   	                                   	Chinese Academy of Agricultural Sciences	10	1] National Key Laboratory for Crop Genetics and Germplasm Enhancement, Jiangsu Plant Gene Engineering Research Center, Nanjing Agricultural University, Nanjing 210095, China [2] National Key Facility for Crop Gene Resources and Genetic Improvement, Institute of Crop Science							Beijing, China	33.36	66.64
246	S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu	Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin	Oncogene (2014) 33, 2295ï¿½2306	10.1038/onc.2013.184	2013				1.0		Overlapping microscopy images, multiple cases	1	10/16/2015		1.0		1			     	     	National Center for Cell Science	9	Laboratory of Tumor Biology, Angiogenesis and Nanomedicine Research							Bangalore, India	55.18	44.82
247	CM Das, P Taylor, M Gireud, A Singh, D Lee, G Fuller, L Ji, J Fangusaro, V Rajaram, S Goldman, C Eberhart, and V Gopalakrishnan	The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation	Oncogene (2013) 32, 1691ï¿½1701	10.1038/onc.2012.182	2012			1.0			Duplicated blot	1	11/24/2016		1.0		1			            	            	The University of Texas M. D. Anderson Cancer Center	11	Department of Pediatrics and Molecular and Cellular Oncology							Lagos, Nigeria	65.94	34.06
248	CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang	Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma	Oncogene (2014) 33, 2577ï¿½2588	10.1038/onc.2013.237	2013					1	Duplicated bands within same blot panel	1	11/17/2016		1.0		1			       	       	University of Newcastle	7	1] Priority Research Centre for Cancer Research				276.0	21.7	18%	Newcastle, Australia	47.03	52.97
249	Z Zhang, X Liu, B Feng, N Liu, Q Wu, Y Han, Y Nie, K Wu, Y Shi, and D Fan	STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer	Oncogene (2014), 1ï¿½13	10.1038/onc.2014.404	2014				1.0		Overlapping microscopy images	1	11/17/2016		1.0		1			          	          	The Fourth Military Medical University	13	State Key Laboratory of Cancer Biology and Xijing Hospital of Digestive Diseases							Memphis, TN, United States	73.85	26.15
250	T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung	MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy	Oncogene (2015) 34, 826ï¿½837	10.1038/onc.2014.22	2014				1.0		Overlapping microscopy images	1	2/9/2017		1.0		1			         	         	National Cheng-Kung University	10	1] Institute of Bioinformatics and Biosignal Transduction, College of Bioscience and Biotechnology							Taipei, Taiwan	14.32	85.68
251	Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, Franï¿½ois Schweisguth, and Eric Rubinstein 1	TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals	J. Cell Biol. Vol. 199 No. 3 481ï¿½496	10.1083/jcb.201201133	2012					1	Manipulated FACS plots	1	5/23/2016		1.0		1			        	        	Institut National de la Santé et de la Recherche Médicale	6	Institut National de la Santé et de la Recherche Médicale							Rennes, France	51.73	48.27
252	HIROFUMI YAMAMOTO, RYOTA OSHIRO, MASAHISA OHTSUKA, MAMORU UEMURA, NAOTSUGU HARAGUCHI, JUNICHI NISHIMURA, ICHIRO TAKEMASA, TSUNEKAZU MIZUSHIMA, YUICHIRO DOKI and MASAKI MORI	Distinct expression of C4.4A in colorectal cancer detected by different antibodies	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013	10.3892/ijo.2012.1714	2012			1.0			Duplicated blot	1	9/16/2016		1.0		1			         	         	Osaka University	20	Department of Surgery, Gastroenterological Surgery				388.0	7.4	12%	Salt Lake City, UT, United States	32.71	67.29
253	BO LI, YUEHUA YANG, SHENGDAN JIANG, BINBIN NI, KE CHEN, and LEISHENG JIANG	Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012	10.3892/ijo.2012.1617	2012			1.0			Duplicated blot panel	1	9/28/2016		1.0		1			      	      	Shanghai Jiaotong University	4	Department of Orthopedic Surgery, Xinhua Hospital							Shanghai, China	34.32	65.68
254	EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK	Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012	10.3892/ijo.2012.1470	2012					1	Duplicated, mirrored bands within same panels	1	3/7/2017		1.0		1			            	            	Korea University College of Medicine	25	Department of Internal Medicine							Seoul, South Korea	25.77	74.23
255	YUKI FUJISE, JUN-ICHI OKANO, TAKAKAZU NAGAHARA, RYO ABE, RYU IMAMOTO, and YOSHIKAZU MURAWAKI	Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats	INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012	10.3892/ijo.2012.1343	2012			1.0			Duplicated microscopy images	1	6/15/2016		1.0		1			      	      	Tottori University School                     of Medicine	6	Second Department of Internal Medicine									
256	CHIACHEN CHEN, YUAN-CHING CHANG, MICHAEL S. LAN, and MARY BRESLIN	Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-1 expression via the activation of the MEK/ERK1/2 and PI3K/Akt signaling pathways	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013	10.3892/ijo.2013.1789	2013				1.0		Duplicated and mirrored blot	1	6/6/2016		1.0		1			    	    	National Taiwan University	26	Department of Veterinary Medicine, School of Veterinary Medicine							Taipei, Taiwan	14.32	85.68
257	WEI YANG, XIAOYUAN WANG, WEI ZHENG, KEDONG LI, HAOFENG LIU, and YUEMING SUN	Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 690-698, 2013	10.3892/ijo.2012.1741	2012			1.0			Duplicated blot panels, multiple cases	1	10/24/2016		1.0		1			      	      	The First Affiliated                     Hospital of Nanjing Medical University	5	Department of Minimally Invasive Surgery							Memphis, TN, United States	73.85	26.15
258	MICHIYO YAMAMURA, KAZUMA NOGUCHI, YOSHIRO NAKANO, EMI SEGAWA, YUSUKE ZUSHI, KAZUKI TAKAOKA, HIROMITSU KISHIMOTO, TOMOKO HASHIMOTO-TAMAOKI, and MASAHIRO URADE	Functional analysis of Zyxin in cell migration and invasive potential of oral squamous cell carcinoma cells	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 873-880, 2013	10.3892/ijo.2013.1761	2013				1.0		Shifted blots, representing different proteins	1	9/22/2016		1.0		1			         	         	Hyogo College of                     Medicine	20	Department of Oral and Maxillofacial Surgery							Osaka, Japan	31.66	68.34
259	TONI IBRAHIM, CHIARA LIVERANI, LAURA MERCATALI, EMANUELE SACANNA, MICHELE ZANONI, FRANCESCO FABBRI, WAINER ZOLI, and DINO AMADORI	Cisplatin in combination with zoledronic acid: A synergistic effect in triple-negative breast cancer cell lines	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013	10.3892/ijo.2013.1809	2013			1.0			Duplicated microscopy images	1	7/6/2016		1.0		1			        	        	IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.)	10	Osteoncology Center							Trieste, Italy	24.71	75.29
260	LI MA, YUEPING LIU, CUIZHI GENG, XIAOWEI QI, and JUN JIANG	Estrogen receptor _ inhibits estradiol-induced proliferation and migration of MCF-7 cells through regulation of mitofusin 2	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1993-2000, 2013	10.3892/ijo.2013.1903	2013				1.0		Overlapping microscopy images	1	9/16/2016		1.0		1			     	     	Third Military Medical University	7	Breast Disease Center, Southwest Hospital							Memphis, TN, United States	73.85	26.15
261	Steffen Zender, Irina Nickeleit, Torsten Wuestefeld, Inga So _rensen, Daniel Dauch, Przemyslaw Bozko, Mona El-Khatib, Robert Geffers, Hueseyin Bektas, Michael P. Manns, Achim Gossler, Ludwig Wilkens, Ruben Plentz, Lars Zender, and Nisar P. Malek	A Critical Role for Notch Signaling in the Formation of Cholangiocellular Carcinomas	Cancer Cell 23, 784ï¿½795, June 10, 2013	10.1016/j.ccr.2013.04.019	2013			1.0			Duplicated blots, multiple cases	1	8/8/2016		1.0		1			               	               	Hannover Medical School	15	Department of Gastroenterology, Hepatology and Endocrinology							Hanover, Germany	41.47	58.53
262	Luke Martin McCaffrey, JoAnne Montalbano, Constantina Mihai, and Ian G. Macara	Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis	Cancer Cell 22, 601ï¿½614, November 13, 2012	10.1016/j.ccr.2012.10.003	2012				1.0		Duplicated blot, stretched	1	8/8/2016		1.0		1			    	    	McGill University	6	Rosalind and Morris Goodman Cancer Research Centre, Department of Oncology				40.0	12.8	31%	Montreal, Canada	30.36	69.64
263	Luke Martin McCaffrey, JoAnne Montalbano, Constantina Mihai, and Ian G. Macara	Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis	Cancer Cell 22, 601ï¿½614, November 13, 2012	10.1016/j.ccr.2012.10.003	2012				1.0		Duplicated blot, stretched	1	8/8/2016		1.0		1			    	    	McGill University	6	Rosalind and Morris Goodman Cancer Research Centre, Department of Oncology				40.0	12.8	31%	Montreal, Canada	30.36	69.64
264	Lu Wang, Zibo Zhao, Mark B. Meyer, Sandeep Saha, Menggang Yu, Ailan Guo, Kari B. Wisinski, Wei Huang, Weibo Cai, J. Wesley Pike, Ming Yuan, Paul Ahlquist, and Wei Xu	CARM1 Methylates Chromatin Remodeling Factor BAF155 to Enhance Tumor Progression and Metastasis	Cancer Cell 25, 21ï¿½36, January 13, 2014	10.1016/j.ccr.2013.12.007	2014					1	Overlapping microscopy, manipulated images of mice	1	7/11/2016		1.0		1			             	             	University of Wisconsin-Madison	5	McArdle Laboratory for Cancer Research	43.075409	-89.404098	31185.0	49.0	9.8	13%	Madison, WI, United States	34.00	66.00
265	Lu Wang, Zibo Zhao, Mark B. Meyer, Sandeep Saha, Menggang Yu, Ailan Guo, Kari B. Wisinski, Wei Huang, Weibo Cai, J. Wesley Pike, Ming Yuan, Paul Ahlquist, and Wei Xu	CARM1 Methylates Chromatin Remodeling Factor BAF155 to Enhance Tumor Progression and Metastasis	Cancer Cell 25, 21ï¿½36, January 13, 2014	10.1016/j.ccr.2013.12.007	2014					1	Overlapping microscopy, manipulated images of mice	1	7/11/2016		1.0		1			             	             	University of Wisconsin-Madison	5	McArdle Laboratory for Cancer Research	43.075409	-89.404098	31185.0	49.0	9.8	13%	Madison, WI, United States	34.00	66.00
266	Corentin Herbert, Ulrich Schieborr, Krishna Saxena, Jarek Juraszek, Frederik De Smet, Chantal Alcouffe, Marc Bianciotto, Giorgio Saladino, David Sibrac, Denis Kudlinzki, Sridhar Sreeramulu, Alan Brown, Patrice Rigon, Jean-Pascal Herault, Gilbert Lassalle,1 Tom L. Blundell, Frederic Rousseau, Ann Gils, Joost Schymkowitz, Peter Tompa, Jean-Marc Herbert, Peter Carmeliet, Francesco Luigi Gervasio, Harald Schwalbe, and Francoise Bono	Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor of FGF Receptor Signaling	Cancer Cell 23, 489ï¿½501, April 15, 2013	10.1016/j.ccr.2013.02.018	2013			1.0			Duplicated blots	1	7/11/2016		1.0		1			                        	                        	University of Wisconsin-Madison	14	McArdle Laboratory for Cancer Research	43.075409	-89.404098	31185.0	49.0	9.8	13%	Madison, WI, United States	34.00	66.00
267	Corentin Herbert, Ulrich Schieborr, Krishna Saxena, Jarek Juraszek, Frederik De Smet, Chantal Alcouffe, Marc Bianciotto, Giorgio Saladino, David Sibrac, Denis Kudlinzki, Sridhar Sreeramulu, Alan Brown, Patrice Rigon, Jean-Pascal Herault, Gilbert Lassalle,1 Tom L. Blundell, Frederic Rousseau, Ann Gils, Joost Schymkowitz, Peter Tompa, Jean-Marc Herbert, Peter Carmeliet, Francesco Luigi Gervasio, Harald Schwalbe, and Francoise Bono	Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor of FGF Receptor Signaling	Cancer Cell 23, 489ï¿½501, April 15, 2013	10.1016/j.ccr.2013.02.018	2013			1.0			Duplicated blots	1	7/11/2016		1.0		1			                        	                        	University of Wisconsin-Madison	14	McArdle Laboratory for Cancer Research	43.075409	-89.404098	31185.0	49.0	9.8	13%	Madison, WI, United States	34.00	66.00
268	Janice D. Thomas, Yan-Jie Zhang, Yue-Hua Wei, Jun-Hung Cho, Laura E. Morris, Hui-Yun Wang, and X.F. Steven Zheng	Rab1A Is an mTORC1 Activator and a Colorectal Oncogene	Cancer Cell 26, 754ï¿½769, November 10, 2014	10.1016/j.ccell.2014.09.008	2014				1.0		Mirrored blot	1	7/11/2016		1.0		1			       	       	The State University of New Jersey	13	Rutgers Cancer Institute of New Jersey, Rutgers							Philadelphia, PA, United States	62.38	37.62
269	King Ching Ho, Zhonghua Zhou, Yi-Min She, Alex Chun, Terry D. Cyr, and Xiaolong Yang	Itch E3 ubiquitin ligase regulates large tumor suppressor 1 stability	PNAS | March 22, 2011 | vol. 108 | no. 12, 870ï¿½4875	10.1073/pnas.1101273108	2011				1.0			1	9/12/2016		1.0		1			      	      	Queen's University	11	Department of Pathology and Molecular Medicine							Kingston, Canada	31.80	68.20
270	Nathalie Delgehyr, Uta Wieland, He_lï¿½ne Rangone, Xavier Pinson, Guojie Mao, Nikola S. Dzhindzhev, Doris McLean,5, Maria G. Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez, and David M. GloverR	Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability	PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729ï¿½5734	10.1073/pnas.1108537109	2012			1.0				1	11/14/2016		1.0		1			            	            	University of Cambridge	15	Department of Genetics, Cancer Research United Kingdom Cell Cycle Genetics Research Group				6.0	11.0	38%	Cambridge, United Kingdom	30.18	69.82
271	Nathalie Delgehyr, Uta Wieland, He_lï¿½ne Rangone, Xavier Pinson, Guojie Mao, Nikola S. Dzhindzhev, Doris McLean,5, Maria G. Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez, and David M. GloverR	Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability	PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729ï¿½5734	10.1073/pnas.1108537109	2012			1.0				1	11/14/2016		1.0		1			            	            	University of Cambridge	15	Department of Genetics, Cancer Research United Kingdom Cell Cycle Genetics Research Group				6.0	11.0	38%	Cambridge, United Kingdom	30.18	69.82
272	Nathalie Delgehyr, Uta Wieland, He_lï¿½ne Rangone, Xavier Pinson, Guojie Mao, Nikola S. Dzhindzhev, Doris McLean,5, Maria G. Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez, and David M. GloverR	Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability	PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729ï¿½5734	10.1073/pnas.1108537109	2012			1.0				1	11/14/2016		1.0		1			            	            	University of Cambridge	15	Department of Genetics, Cancer Research United Kingdom Cell Cycle Genetics Research Group				6.0	11.0	38%	Cambridge, United Kingdom	30.18	69.82
273	Rajesh K. Grover, Julong Cheng, Yingjie Peng, Teresa M. Jones, Diana I. Ruiz, Richard J. Ulevitch, John I. Glass, Edward A. Dennis, Daniel R. Salomon, and Richard A. Lerner	The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys	PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036ï¿½6041	10.1073/pnas.1202214109	2012			1.0				1	10/17/2016		1.0		1			          	          	University of Cambridge	10	Department of Genetics, Cancer Research United Kingdom Cell Cycle Genetics Research Group				6.0	11.0	38%	Cambridge, United Kingdom	30.18	69.82
274	Rajesh K. Grover, Julong Cheng, Yingjie Peng, Teresa M. Jones, Diana I. Ruiz, Richard J. Ulevitch, John I. Glass, Edward A. Dennis, Daniel R. Salomon, and Richard A. Lerner	The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys	PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036ï¿½6041	10.1073/pnas.1202214109	2012			1.0				1	10/17/2016		1.0		1			          	          	University of Cambridge	10	Department of Genetics, Cancer Research United Kingdom Cell Cycle Genetics Research Group				6.0	11.0	38%	Cambridge, United Kingdom	30.18	69.82
275	Rajesh K. Grover, Julong Cheng, Yingjie Peng, Teresa M. Jones, Diana I. Ruiz, Richard J. Ulevitch, John I. Glass, Edward A. Dennis, Daniel R. Salomon, and Richard A. Lerner	The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys	PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036ï¿½6041	10.1073/pnas.1202214109	2012			1.0				1	10/17/2016		1.0		1			          	          	University of Cambridge	10	Department of Genetics, Cancer Research United Kingdom Cell Cycle Genetics Research Group				6.0	11.0	38%	Cambridge, United Kingdom	30.18	69.82
276	Kevin Y. Lee, Yuji Yamamoto, Jeremie Boucher, Jonathon N. Winnay, Stephane Gesta, John Cobb, Matthias Blu_her, and C. Ronald Kahn	Shox2 is a molecular determinant of depot-specific adipocyte function	PNAS | July 9, 2013 | vol. 110 | no. 28 | 11409ï¿½11414	10.1073/pnas.1310331110	2013			1.0				1	4/11/2016		1.0		1			        	        	Harvard Medical School	4	Section on Integrative Physiology and Metabolism, Joslin Diabetes Center							Boston, MA, United States	36.91	63.09
277	Kevin Y. Lee, Yuji Yamamoto, Jeremie Boucher, Jonathon N. Winnay, Stephane Gesta, John Cobb, Matthias Blu_her, and C. Ronald Kahn	Shox2 is a molecular determinant of depot-specific adipocyte function	PNAS | July 9, 2013 | vol. 110 | no. 28 | 11409ï¿½11414	10.1073/pnas.1310331110	2013			1.0				1	4/11/2016		1.0		1			        	        	Harvard Medical School	4	Section on Integrative Physiology and Metabolism, Joslin Diabetes Center							Boston, MA, United States	36.91	63.09
278	Shuyu Ren, Bryce G. Johnson, Yujiro Kida, Colin Ip, Kathryn C. Davidson, Shuei-Liong Lin, Akio Kobayashi, Richard A. Lang, Anna-Katerina Hadjantonakis, Randall T. Moon, and Jeremy S. Duffield	LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts that are inhibited by DKK-1	PNAS | January22,2013 | vol.110 | no.4 | 1441	10.1073/pnas.1211179110	2013				1.0			1	11/14/2016		1.0		1			           	           	University of Washington	5	Division of Nephrology and Center for Lung Biology, Department of Medicine and Pathology				29.0	10.7	17%	Seattle, WA, United States	50.46	49.54
279	Zhongyuan Wang, Yanping Wu, Haifeng Wang, Yangqing Zhang, Lin Mei, Xuexun Fang, Xudong Zhang, Fang Zhang, Hongbo Chen, Ying Liu, Yuyang Jiang, Shengnan Sun, Yi Zheng, Na Li, and Laiqiang Huang	Interplay of mevalonate and Hippo pathways regulates RHAMM transcription via YAP to modulate breast cancer cell motility	PNAS | Published online December 23, 2013 | E89ï¿½E98	10.1073/pnas.1319190110	2014				1.0			1	11/14/2016		1.0		1			               	               	Tsinghua University	8	School of Life Sciences				21.0	11.6	13%	Beijing, China	33.36	66.64
